group,id,day,size
5C,703,32,183.455118
5C,703,35,293.531725
5C,703,39,470.2025
5C,703,42,654.589226
5C,703,46,872.939838
5C,704,7,38.406175
5C,704,11,54.136512
5C,704,12,56.80992
5C,704,14,87.2555895
5C,704,15,95.012768
5C,704,18,123.3232
5C,704,21,123.9093
5C,704,25,189.72585
5C,704,28,297.425618
5C,704,32,454.5041215
5C,704,35,671.305194
5C,704,39,1260.598463
5C,715,7,24.9422745
5C,715,11,32.375104
5C,715,12,36.72
5C,715,14,54.855624
5C,715,15,63.0144
5C,715,18,71.463287
5C,715,21,89.8128
5C,715,25,124.975546
5C,715,28,151.686
5C,715,32,190.120784
5C,715,35,277.009506
5C,715,39,508.737845
5C,715,42,682.7769
5C,715,46,1011.26172
5C,721,7,19.0221375
5C,721,11,30.3492285
5C,721,12,34.123694
5C,721,14,57.7506515
5C,721,15,57.869236
5C,721,18,72.155376
5C,721,21,85.1472
5C,721,25,107.2349795
5C,721,28,179.820056
5C,721,32,270.9996695
5C,721,35,376.139244
5C,721,39,804.311946
5C,721,42,1194.54102
