,index,group,id,g1,g11,m,k,c,a,f,b,l,error,winner,log_error,logaf,logbc,logkm
0,8918157,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.04,1.9,1.7,0.03,0.01,281.85254,0,5.641384026372732,0.1112256351102244,-0.2876820724517809,
1,30383552,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.16,0.5,0.3,0.03,0.01,358.7186,0,5.882538237110791,0.5108256237659907,-1.6739764335716716,
2,17611769,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.08,1.5,1.2,0.05,0.01,453.1875,0,6.116305947131812,0.22314355131420976,-0.4700036292457356,
3,35282749,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.18,0.4,0.3,0.02,0.01,468.28534,0,6.149077810980296,0.287682072451781,-2.197224577336219,
4,21849903,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.12,1.2,1.2,0.03,0.01,495.16666,0,6.204894392771072,0.0,-1.3862943611198906,
5,42761968,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.1,1.4,1.4,0.03,0.01,510.98944,0,6.236348924628138,0.0,-1.2039728043259361,
6,17350958,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.08,1.4,1.2,0.04,0.01,525.83954,0,6.2649961091641275,0.15415067982725836,-0.6931471805599453,
7,41767810,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.1,1.0,1.0,0.02,0.01,525.8664,0,6.265047188080741,0.0,-1.6094379124341005,
8,22363687,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.12,1.4,1.5,0.03,0.01,577.3663,0,6.358476900440664,-0.06899287148695156,-1.3862943611198906,
9,27182448,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.14,1.3,1.3,0.04,0.01,588.8028,0,6.378091322838142,0.0,-1.252762968495368,
10,31068694,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,0.8,0.9,0.02,0.01,592.56793,0,6.384465516226531,-0.11778303565638339,-2.0794415416798357,
11,42762289,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.1,1.4,1.5,0.02,0.01,599.71375,0,6.396452458042351,-0.06899287148695156,-1.6094379124341005,
12,22630116,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.12,1.5,1.4,0.05,0.01,603.07135,0,6.402035514768789,0.06899287148695142,-0.8754687373538999,
13,66644791,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,0.6,0.7,0.02,0.01,623.8745,0,6.435949226346856,-0.15415067982725822,-2.302585092994046,
14,67107512,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,0.8,0.9,0.03,0.01,624.4259,0,6.4368326676016405,-0.11778303565638339,-1.8971199848858813,
15,18438046,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.08,1.8,1.9,0.02,0.01,635.84576,0,6.454956018205158,-0.0540672212702757,-1.3862943611198906,
16,31544503,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.16,1.0,1.1,0.03,0.01,645.35504,0,6.469800614966359,-0.0953101798043249,-1.6739764335716716,
17,32825973,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,1.5,1.7,0.04,0.01,657.1194,0,6.487865737132594,-0.12516314295400605,-1.3862943611198906,
18,23776033,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.12,1.9,1.8,0.06,0.01,660.67444,0,6.493261192045644,0.05406722127027579,-0.6931471805599453,
19,45449493,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.22,0.4,0.4,0.02,0.01,665.7127,0,6.500858196087292,0.0,-2.3978952727983707,
20,50177668,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.24,0.2,0.2,0.01,0.01,670.1235,0,6.507462023756836,0.0,-3.1780538303479453,
21,27711452,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.14,1.5,1.5,0.05,0.01,676.87964,0,6.517493472764077,0.0,-1.0296194171811581,
22,45903077,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.22,0.6,0.6,0.03,0.01,679.1929,0,6.520905181467824,0.0,-1.9924301646902063,
23,66644672,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,0.6,0.1,0.06,0.01,686.2049,0,6.531176271174139,1.791759469228055,-1.2039728043259361,
24,18154303,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.08,1.7,1.8,0.02,0.01,687.584,0,6.533184003895317,-0.05715841383994864,-1.3862943611198906,
25,32294471,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,1.3,1.4,0.04,0.01,691.12177,0,6.538316031107657,-0.07410797215372172,-1.3862943611198906,
26,36670889,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.18,1.0,1.2,0.03,0.01,698.38153,0,6.548765558013029,-0.1823215567939546,-1.791759469228055,
27,12438782,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.06,1.4,0.9,0.06,0.01,698.4367,0,6.548844551827462,0.4418327522790391,0.0,
28,66644719,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,0.6,0.4,0.04,0.01,701.367,0,6.553031287839627,0.4054651081081642,-1.6094379124341005,
29,33681450,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,1.8,1.9,0.06,0.01,711.6069,0,6.567525652203354,-0.0540672212702757,-0.9808292530117262,
30,67585990,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,1.0,1.1,0.04,0.01,719.5843,0,6.578673684161882,-0.0953101798043249,-1.6094379124341005,
31,28272207,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.14,1.7,2.0,0.03,0.01,721.0394,0,6.580693782116442,-0.16251892949777494,-1.540445040947149,
32,33102670,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,1.6,1.6,0.06,0.01,725.92926,0,6.587452572060875,0.0,-0.9808292530117262,
33,44159943,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.1,1.9,1.8,0.05,0.01,733.4418,0,6.597748248831736,0.05406722127027579,-0.6931471805599453,
34,41074603,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.1,0.7,0.6,0.02,0.01,734.1338,0,6.5986913008302635,0.15415067982725836,-1.6094379124341005,
35,25959482,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.14,0.8,0.7,0.03,0.01,735.81116,0,6.600973509720644,0.13353139262452277,-1.540445040947149,
36,23476869,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.12,1.8,1.7,0.06,0.01,737.35223,0,6.603065702036311,0.05715841383994862,-0.6931471805599453,
37,27987378,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.14,1.6,1.9,0.03,0.01,738.3702,0,6.604445324844461,-0.17185025692665915,-1.540445040947149,
38,37422053,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.18,1.3,1.5,0.04,0.01,740.8925,0,6.607855540547782,-0.1431008436406733,-1.504077396776274,
39,32556060,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,1.4,1.3,0.06,0.01,749.2443,0,6.619065098560227,0.07410797215372183,-0.9808292530117262,
40,26678268,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.14,1.1,1.3,0.02,0.01,750.1395,0,6.620259189234501,-0.1670540846631662,-1.9459101490553135,
41,38233213,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.18,1.6,2.0,0.04,0.01,750.48004,0,6.620713055116916,-0.2231435513142097,-1.504077396776274,
42,22363992,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.12,1.4,1.6,0.02,0.01,756.5921,0,6.628824270695831,-0.13353139262452274,-1.791759469228055,
43,33387452,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.16,1.7,1.8,0.06,0.01,760.2437,0,6.633639039775359,-0.05715841383994864,-0.9808292530117262,
44,11945433,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.06,1.2,1.1,0.02,0.01,762.0749,0,6.636044844819366,0.0870113769896297,-1.0986122886681096,
45,47090146,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.22,1.1,1.4,0.04,0.01,762.21356,0,6.636226778887649,-0.24116205681688796,-1.7047480922384253,
46,8641244,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.04,1.8,1.7,0.02,0.01,762.52356,0,6.6366334063648775,0.05715841383994862,-0.6931471805599453,
47,60784379,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.28,0.3,0.1,0.03,0.01,763.05914,0,6.637335538110345,1.0986122886681096,-2.2335922215070942,
48,91563761,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.3,0.2,0.3,0.01,0.01,770.4918,0,6.647029012263565,-0.4054651081081643,-3.4011973816621555,
49,46845406,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.22,1.0,1.2,0.04,0.01,773.47375,0,6.650891732785676,-0.1823215567939546,-1.7047480922384253,
50,37685190,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.18,1.4,1.4,0.06,0.01,775.3501,0,6.653314669284161,0.0,-1.0986122886681098,
51,68337580,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.2,1.3,1.7,0.04,0.01,776.23145,0,6.654450736021733,-0.26826398659467926,-1.6094379124341005,
52,25277311,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.14,0.5,0.4,0.02,0.01,776.2887,0,6.654524487077429,0.22314355131420976,-1.9459101490553135,
53,37954814,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.18,1.5,1.9,0.04,0.01,779.5622,0,6.658732480054618,-0.2363887780642304,-1.504077396776274,
54,33387638,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,1.7,2.0,0.04,0.01,780.8266,0,6.660353102141546,-0.16251892949777494,-1.3862943611198906,
55,67585588,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.2,1.0,1.0,0.05,0.01,780.9717,0,6.660538913587771,0.0,-1.3862943611198906,
56,33102585,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.16,1.6,1.9,0.04,0.01,782.88086,0,6.662980526048282,-0.17185025692665915,-1.3862943611198906,
57,47858438,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.22,1.4,1.8,0.05,0.01,783.4076,0,6.66365312248669,-0.2513144282809062,-1.4816045409242153,
58,69150268,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,1.6,2.0,0.05,0.01,784.7845,0,6.665409157801273,-0.2231435513142097,-1.3862943611198906,
59,47089796,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.22,1.1,1.3,0.05,0.01,788.32623,0,6.669912001646503,-0.1670540846631662,-1.4816045409242153,
60,46845016,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.22,1.0,1.1,0.05,0.01,788.999,0,6.670765053417949,-0.0953101798043249,-1.4816045409242153,
61,22904837,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.12,1.6,1.4,0.06,0.01,790.32367,0,6.672442570414069,0.13353139262452277,-0.6931471805599453,
62,46133333,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.22,0.7,0.8,0.03,0.01,792.42426,0,6.675096930206321,-0.13353139262452274,-1.9924301646902063,
63,48128409,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.22,1.5,2.0,0.05,0.01,792.93677,0,6.67574348327298,-0.2876820724517809,-1.4816045409242153,
64,68871737,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.2,1.5,1.9,0.05,0.01,797.2602,0,6.681181099787628,-0.2363887780642304,-1.3862943611198906,
65,47339782,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.22,1.2,1.5,0.05,0.01,806.44354,0,6.692633888915087,-0.22314355131420985,-1.4816045409242153,
66,51784667,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.24,0.9,1.3,0.03,0.01,807.7864,0,6.69429766713713,-0.3677247801253174,-2.0794415416798357,
67,52772140,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.24,1.3,1.6,0.06,0.01,809.03564,0,6.695842970476259,-0.2076393647782445,-1.3862943611198906,
68,67830858,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.2,1.1,1.5,0.03,0.01,813.07043,0,6.700817735561967,-0.31015492830383945,-1.8971199848858813,
69,47595463,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.22,1.3,1.7,0.05,0.01,814.2818,0,6.70230649773823,-0.26826398659467926,-1.4816045409242153,
70,27182236,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.14,1.3,1.6,0.02,0.01,814.51654,0,6.7025947347726875,-0.2076393647782445,-1.9459101490553135,
71,32038854,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,1.2,1.0,0.06,0.01,816.08124,0,6.704513908831986,0.1823215567939546,-0.9808292530117262,
72,68601064,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,1.4,1.8,0.04,0.01,818.5406,0,6.707522998513198,-0.2513144282809062,-1.6094379124341005,
73,47858271,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.22,1.4,1.9,0.05,0.01,819.02966,0,6.708120298093541,-0.3053816495511819,-1.4816045409242153,
74,32555891,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.16,1.4,1.6,0.04,0.01,820.20306,0,6.709551943748366,-0.13353139262452274,-1.3862943611198906,
75,53034120,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.24,1.4,1.8,0.06,0.01,822.14795,0,6.711920366694863,-0.2513144282809062,-1.3862943611198906,
76,33102778,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.16,1.6,2.0,0.03,0.01,828.9616,0,6.720173833193934,-0.2231435513142097,-1.6739764335716716,
77,56274035,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.26,0.6,0.8,0.03,0.01,829.803,0,6.721188323221227,-0.28768207245178107,-2.1594842493533726,
78,28564210,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.14,1.8,1.7,0.07,0.01,831.2062,0,6.722877898852483,0.05715841383994862,-0.6931471805599453,
79,58217767,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.26,1.4,2.0,0.06,0.01,834.2974,0,6.72658993351818,-0.35667494393873245,-1.4663370687934272,
80,61010156,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.28,0.4,0.6,0.02,0.01,840.13666,0,6.733564569080889,-0.4054651081081643,-2.639057329615259,
81,62635858,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.28,1.1,1.7,0.05,0.01,846.09973,0,6.740637236819188,-0.4353180712578455,-1.7227665977411035,
82,52771949,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.24,1.3,1.7,0.06,0.01,846.1879,0,6.74074143896369,-0.26826398659467926,-1.3862943611198906,
83,62158927,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.28,0.9,1.4,0.04,0.01,846.4185,0,6.741013918143051,-0.4418327522790392,-1.9459101490553135,
84,21849525,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.12,1.2,1.1,0.04,0.01,847.3351,0,6.7420962480515785,0.0870113769896297,-1.0986122886681096,
85,31789563,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.16,1.1,1.0,0.05,0.01,848.4374,0,6.743396304698628,0.09531017980432493,-1.1631508098056809,
86,70913100,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.32,0.2,0.1,0.02,0.01,850.4331,0,6.745745749130094,0.6931471805599453,-2.772588722239781,
87,52516894,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.24,1.2,1.4,0.06,0.01,851.384,0,6.746863260640537,-0.15415067982725822,-1.3862943611198906,
88,92015149,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.3,0.4,0.4,0.03,0.01,852.7879,0,6.748510864755574,0.0,-2.3025850929940455,
89,69732359,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.2,1.8,2.0,0.08,0.01,852.9082,0,6.748651921536087,-0.10536051565782628,-0.9162907318741551,
90,57956351,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.26,1.3,1.9,0.06,0.01,854.57666,0,6.750606211814271,-0.3794896217049037,-1.4663370687934272,
91,57455034,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.26,1.1,1.5,0.05,0.01,855.1617,0,6.751290573862314,-0.31015492830383945,-1.6486586255873816,
92,22630406,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.12,1.5,1.6,0.03,0.01,855.9683,0,6.752233342745734,-0.06453852113757118,-1.3862943611198906,
93,63134314,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.28,1.3,2.0,0.06,0.01,857.5559,0,6.754086366419725,-0.4307829160924542,-1.540445040947149,
94,52024336,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.24,1.0,1.4,0.04,0.01,858.34705,0,6.755008504884563,-0.3364722366212129,-1.791759469228055,
95,32825823,Grp. A1 B6 (100% C1),424,0.166,0.0,0.0,0.0,0.16,1.5,1.9,0.03,0.01,858.4275,0,6.755102227150028,-0.2363887780642304,-1.6739764335716716,
96,68337857,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,1.3,1.8,0.03,0.01,859.41223,0,6.756248702098376,-0.325422400434628,-1.8971199848858813,
97,67831064,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.2,1.1,1.0,0.06,0.01,865.29694,0,6.763072731260664,0.09531017980432493,-1.2039728043259361,
98,43298484,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.1,1.6,1.1,0.08,0.01,866.3263,0,6.764261627433307,0.3746934494414107,-0.22314355131420985,
99,27443423,Grp. A1 B6 (100% C1),424,0.171,0.0,0.0,0.0,0.14,1.4,1.1,0.07,0.01,867.5401,0,6.765661735536543,0.24116205681688788,-0.6931471805599453,
0,97392746,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.42,0.5,1.9,0.01,0.01,570.75916,0,6.346967334339377,-1.3350010667323402,-3.7376696182833684,
1,117952537,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.4,0.6,2.0,0.01,0.01,572.05115,0,6.349228410458716,-1.2039728043259361,-3.6888794541139363,
2,107160777,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.46,0.3,1.5,0.01,0.01,601.06744,0,6.398707141218171,-1.6094379124341005,-3.828641396489095,
3,112020687,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.48,0.2,1.1,0.01,0.01,637.46576,0,6.457500565786237,-1.7047480922384253,-3.8712010109078907,
4,123382522,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.8,1.6,0.1,0.01,641.2042,0,6.463347970932286,-0.6931471805599453,-1.6486586255873816,
5,97178748,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.42,0.4,1.4,0.01,0.01,641.94775,0,6.464506914085082,-1.2527629684953678,-3.7376696182833684,
6,122405256,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.3,1.1,0.03,0.01,642.0489,0,6.464664469013608,-1.2992829841302609,-2.8526314299133175,
7,82147165,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.36,0.6,1.5,0.01,0.01,642.3346,0,6.465109351721479,-0.9162907318741551,-3.58351893845611,
8,122606336,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.4,0.3,0.06,0.01,645.096,0,6.469399142929916,0.287682072451781,-2.1594842493533726,
9,123189369,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.7,0.8,0.1,0.01,645.7655,0,6.470436434785054,-0.13353139262452274,-1.6486586255873816,
10,57454849,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.26,1.1,1.9,0.01,0.01,646.19525,0,6.471101702697953,-0.5465437063680699,-3.258096538021482,
11,122802640,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.5,0.6,0.07,0.01,647.6776,0,6.473393041678529,-0.1823215567939546,-2.005333569526114,
12,122996845,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.6,1.5,0.07,0.01,649.0561,0,6.475519153646276,-0.9162907318741551,-2.005333569526114,
13,112231757,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.48,0.3,1.2,0.02,0.01,649.65906,0,6.4764477022024085,-1.3862943611198906,-3.1780538303479453,
14,122996626,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.6,0.5,0.09,0.01,650.29553,0,6.477426921100905,0.1823215567939546,-1.754019141245208,
15,122802976,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.5,1.8,0.05,0.01,650.48846,0,6.477723557595355,-1.2809338454620642,-2.341805806147327,
16,112232409,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.48,0.3,1.5,0.01,0.01,653.1705,0,6.481838197798448,-1.6094379124341005,-3.8712010109078907,
17,123189619,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.7,1.8,0.08,0.01,656.23956,0,6.486525905207862,-0.9444616088408515,-1.8718021769015913,
18,142186174,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.2,0.1,0.03,0.01,657.6839,0,6.488724420761827,0.6931471805599453,-2.8134107167600364,
19,142799640,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.5,0.2,0.08,0.01,657.9676,0,6.489155689991402,0.9162907318741551,-1.8325814637483102,
20,143194373,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.7,1.3,0.09,0.01,658.4128,0,6.4898320902431434,-0.6190392084062235,-1.7147984280919266,
21,143194550,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.7,1.9,0.08,0.01,660.4869,0,6.492977290306194,-0.9985288301111273,-1.8325814637483102,
22,142599941,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.4,0.8,0.05,0.01,660.6947,0,6.493291857208599,-0.6931471805599453,-2.3025850929940455,
23,122802769,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.5,1.1,0.06,0.01,660.83057,0,6.493497483243248,-0.7884573603642702,-2.1594842493533726,
24,142800052,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.5,1.9,0.05,0.01,661.78204,0,6.494936257011077,-1.3350010667323402,-2.3025850929940455,
25,122606659,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.4,1.5,0.04,0.01,662.7599,0,6.496412782816904,-1.3217558399823195,-2.5649493574615367,
26,107371795,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.46,0.4,1.8,0.01,0.01,666.7699,0,6.502445008885949,-1.504077396776274,-3.828641396489095,
27,122198322,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.2,0.7,0.02,0.01,668.9048,0,6.505641748059148,-1.2527629684953678,-3.258096538021482,
28,142600148,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.4,1.5,0.04,0.01,670.03925,0,6.5073362927587,-1.3217558399823195,-2.5257286443082556,
29,142997597,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.6,0.5,0.09,0.01,671.38727,0,6.5093461239848915,0.1823215567939546,-1.7147984280919266,
30,122198154,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.2,0.1,0.03,0.01,671.845,0,6.510027659156344,0.6931471805599453,-2.8526314299133175,
31,122606452,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.4,0.8,0.05,0.01,673.6973,0,6.512780900240014,-0.6931471805599453,-2.341805806147327,
32,142187047,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.5,0.2,1.1,0.01,0.01,673.87744,0,6.513048254614842,-1.7047480922384253,-3.912023005428146,
33,142599823,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.4,0.3,0.06,0.01,675.2754,0,6.515120607663162,0.287682072451781,-2.120263536200091,
34,77435172,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.34,0.8,1.9,0.01,0.01,677.02356,0,6.517706072897591,-0.8649974374866044,-3.5263605246161616,
35,122802599,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.5,0.2,0.08,0.01,677.232,0,6.518013902538912,0.9162907318741551,-1.8718021769015913,
36,142799845,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.5,1.2,0.06,0.01,677.383,0,6.51823684411364,-0.8754687373538999,-2.120263536200091,
37,143194267,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.7,0.8,0.1,0.01,679.02704,0,6.520660950035285,-0.13353139262452274,-1.6094379124341003,
38,72270948,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.32,0.8,1.7,0.01,0.01,679.12225,0,6.520801155535309,-0.7537718023763801,-3.4657359027997265,
39,112020480,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.48,0.2,0.4,0.02,0.01,679.23535,0,6.520967680168088,-0.6931471805599453,-3.1780538303479453,
40,142997824,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.6,1.5,0.07,0.01,680.2042,0,6.522393047208546,-0.9162907318741551,-1.9661128563728327,
41,142396182,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.5,0.3,1.2,0.02,0.01,681.3802,0,6.524120446982549,-1.3862943611198906,-3.2188758248682006,
42,122996616,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.6,0.1,0.1,0.01,682.4025,0,6.525619659711204,1.791759469228055,-1.6486586255873816,
43,122803006,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.5,1.9,0.05,0.01,684.94885,0,6.529344163941321,-1.3350010667323402,-2.341805806147327,
44,143391278,Grp. A1 B6 (100% C1),425,0.166,0.0,0.0,0.0,0.5,0.8,1.7,0.1,0.01,685.46204,0,6.530093121830862,-0.7537718023763801,-1.6094379124341003,
45,123189649,Grp. A1 B6 (100% C1),425,0.171,0.0,0.0,0.0,0.52,0.7,1.9,0.08,0.01,686.28015,0,6.531285926284881,-0.9985288301111273,-1.8718021769015913,
